tag,blanket_family,blanket_thickness,reflector_thickness,lithium_thickness,reflector_material,pack,split,blanket_model,TBR,blanket_attenuation,blanket_front_heating_frac,net_electric,net_electric_raw,wall_load,wall_temp,fail_rate,score,ranking_score
case_0141,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be12Ti,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739349,1.0,0.005823584845369691,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.0166601226765,19257.292907175415
case_0011,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739346,1.0,0.005823584845369702,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122682,19257.292907175408
case_0069,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be12Ti,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739346,1.0,0.005823584845369699,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122682,19257.292907175408
case_0132,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739346,1.0,0.005823584845369707,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122682,19257.292907175408
case_0010,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739344,1.0,0.005823584845369716,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122684,19257.292907175404
case_0094,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be12Ti,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739344,1.0,0.005823584845369704,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122684,19257.292907175404
case_0071,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be12Ti,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.950033770773934,1.0,0.005823584845369701,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122689,19257.292907175397
case_0144,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be12Ti,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.950033770773934,1.0,0.005823584845369705,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122689,19257.292907175397
case_0012,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739337,1.0,0.005823584845369718,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122695,19257.29290717539
case_0058,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739335,1.0,0.005823584845369708,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122698,19257.292907175386
case_0118,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be12Ti,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739335,1.0,0.005823584845369704,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122698,19257.292907175386
case_0129,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739335,1.0,0.005823584845369709,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122698,19257.292907175386
case_0034,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739333,1.0,0.005823584845369714,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122702,19257.292907175382
case_0084,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739333,1.0,0.005823584845369699,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122702,19257.292907175382
case_0009,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739331,1.0,0.005823584845369711,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122704,19257.29290717538
case_0022,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be12Ti,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739331,1.0,0.005823584845369701,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122704,19257.29290717538
case_0081,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739331,1.0,0.005823584845369704,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122704,19257.29290717538
case_0119,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be12Ti,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739331,1.0,0.005823584845369709,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122704,19257.29290717538
case_0021,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be12Ti,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739329,1.0,0.0058235848453697114,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122706,19257.292907175375
case_0082,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739328,1.0,0.005823584845369698,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122707,19257.292907175375
case_0095,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be12Ti,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739329,1.0,0.005823584845369717,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122706,19257.292907175375
case_0096,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be12Ti,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739328,1.0,0.0058235848453697045,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122707,19257.292907175375
case_0131,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739328,1.0,0.005823584845369717,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122707,19257.292907175375
case_0142,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be12Ti,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739329,1.0,0.005823584845369703,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122706,19257.292907175375
case_0143,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be12Ti,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739328,1.0,0.005823584845369706,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122707,19257.292907175375
case_0023,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be12Ti,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739324,1.0,0.005823584845369706,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122715,19257.292907175364
case_0024,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be12Ti,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739324,1.0,0.0058235848453697114,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122715,19257.292907175364
case_0033,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739324,1.0,0.005823584845369711,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122715,19257.292907175364
case_0046,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739323,1.0,0.005823584845369694,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.0166601227165,19257.292907175364
case_0059,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739323,1.0,0.005823584845369694,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.0166601227165,19257.292907175364
case_0070,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be12Ti,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739323,1.0,0.0058235848453697045,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.0166601227165,19257.292907175364
case_0107,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739323,1.0,0.005823584845369693,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.0166601227165,19257.292907175364
case_0108,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739323,1.0,0.005823584845369715,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.0166601227165,19257.292907175364
case_0117,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be12Ti,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739323,1.0,0.005823584845369694,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.0166601227165,19257.292907175364
case_0083,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739319,1.0,0.005823584845369697,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122722,19257.292907175357
case_0093,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be12Ti,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.950033770773932,1.0,0.005823584845369708,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.01666012272,19257.292907175357
case_0105,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.950033770773932,1.0,0.005823584845369708,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.01666012272,19257.292907175357
case_0106,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9500337707739319,1.0,0.005823584845369692,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.016660122722,19257.292907175357
case_0120,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be12Ti,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.950033770773932,1.0,0.0058235848453696976,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.01666012272,19257.292907175357
case_0130,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be,1.2,"(0.3, 0.35, 0.3, 0.05)",openmc,0.950033770773932,1.0,0.0058235848453697175,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4658.01666012272,19257.292907175357
case_0045,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739314,1.0,0.005823584845369694,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122729,19257.292907175346
case_0057,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be,1.2,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9500337707739315,1.0,0.005823584845369706,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122727,19257.292907175346
case_0060,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739314,1.0,0.005823584845369704,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122729,19257.292907175346
case_0035,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739311,1.0,0.005823584845369704,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122733,19257.29290717534
case_0036,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.950033770773931,1.0,0.005823584845369712,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122735,19257.29290717534
case_0072,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be12Ti,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739311,1.0,0.005823584845369703,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122733,19257.29290717534
case_0048,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.2,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9500337707739308,1.0,0.005823584845369714,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122738,19257.292907175335
case_0047,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.2,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9500337707739303,1.0,0.005823584845369734,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-4454.016660122746,19257.292907175324
case_0006,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be,1.1,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9499184082131508,1.0,0.00580669766387215,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853444,19254.987344677884
case_0080,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be,1.1,"(0.45, 0.1, 0.3, 0.15)",openmc,0.94991840821315,1.0,0.00580669766387215,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853444,19254.98734467787
case_0029,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131499,1.0,0.005806697663872159,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853444,19254.987344677866
case_0018,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be12Ti,1.1,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9499184082131493,1.0,0.005806697663872164,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853446,19254.987344677855
case_0020,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be12Ti,1.1,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9499184082131493,1.0,0.005806697663872158,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853446,19254.987344677855
case_0041,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131493,1.0,0.00580669766387215,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853446,19254.987344677855
case_0125,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131493,1.0,0.0058066976638721565,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853446,19254.987344677855
case_0017,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be12Ti,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131491,1.0,0.005806697663872147,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853446,19254.98734467785
case_0128,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be,1.1,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9499184082131491,1.0,0.005806697663872158,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853446,19254.98734467785
case_0043,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.1,"(0.4, 0.15, 0.3, 0.15)",openmc,0.949918408213149,1.0,0.0058066976638721625,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853446,19254.987344677847
case_0005,Li2O_W_Be_Li2O,3.5,1.5,0.0014,Be,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131488,1.0,0.005806697663872143,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853447,19254.987344677844
case_0042,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.1,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9499184082131488,1.0,0.005806697663872155,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853447,19254.987344677844
case_0114,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be12Ti,1.1,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9499184082131488,1.0,0.005806697663872134,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853447,19254.987344677844
case_0116,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be12Ti,1.1,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9499184082131488,1.0,0.005806697663872163,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853447,19254.987344677844
case_0126,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be,1.1,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9499184082131488,1.0,0.005806697663872154,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853447,19254.987344677844
case_0137,Li2O_W_Be_Li2O,4.0,2.5,0.0014,Be12Ti,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131488,1.0,0.005806697663872159,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853447,19254.987344677844
case_0066,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be12Ti,1.1,"(0.3, 0.35, 0.3, 0.05)",openmc,0.9499184082131485,1.0,0.0058066976638721434,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853447,19254.98734467784
case_0077,Li2O_W_Be_Li2O,4.0,1.5,0.0014,Be,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131485,1.0,0.005806697663872153,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853447,19254.98734467784
case_0113,Li2O_W_Be_Li2O,4.0,2.0,0.0014,Be12Ti,1.1,"(0.35, 0.3, 0.35, 0.0)",openmc,0.9499184082131485,1.0,0.005806697663872166,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104659.74709853447,19254.98734467784
case_0056,Li2O_W_Be_Li2O,3.5,2.5,0.0014,Be,1.1,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9499184082131484,1.0,0.005806697663872159,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853447,19254.987344677837
case_0031,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be,1.1,"(0.4, 0.15, 0.3, 0.15)",openmc,0.9499184082131481,1.0,0.005806697663872164,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853447,19254.987344677833
case_0032,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be,1.1,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9499184082131481,1.0,0.005806697663872158,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853447,19254.987344677833
case_0044,Li2O_W_Be_Li2O,3.5,2.0,0.0014,Be12Ti,1.1,"(0.45, 0.1, 0.3, 0.15)",openmc,0.9499184082131481,1.0,0.005806697663872149,2071.998501812564,2072.187072480849,3.635983690297054,99.6098537011,0.013000113385346174,-104455.74709853447,19254.987344677833
